director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,NumberedGenre,NumberedRating,SimpleScore
Peter Berg,151.0,104.0,532.0,12000.0,47592825.0,Comedy,Dwayne Johnson,The Rundown ,82731,16930,255.0,English,USA,PG-13,85000000.0,2003.0,6.7,0,12,1,3
John McTiernan,80.0,130.0,323.0,670.0,50016394.0,Action,F. Murray Abraham,Last Action Hero ,106528,2407,257.0,English,USA,PG-13,70000000.0,1993.0,6.2,0,10,1,3
Rob Marshall,229.0,145.0,252.0,879.0,57010853.0,Romance,Li Gong,Memoirs of a Geisha ,119286,2380,548.0,English,USA,PG-13,85000000.0,2005.0,7.3,0,3,1,3
Justin Lin,158.0,104.0,681.0,584.0,62494975.0,Crime,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,179500,1235,378.0,English,USA,PG-13,85000000.0,2006.0,6.0,0,16,1,3
Martin Brest,98.0,178.0,102.0,12000.0,44606335.0,Drama,Anthony Hopkins,Meet Joe Black ,169023,23950,703.0,English,USA,PG-13,90000000.0,1998.0,7.1,10000,9,1,3
Andrew Davis,135.0,108.0,99.0,672.0,40048332.0,Action,Raymond Cruz,Collateral Damage ,61417,1460,339.0,English,USA,R,85000000.0,2002.0,5.5,941,10,4,3
Bob Fosse,84.0,123.0,189.0,813.0,48468407.52680933,Drama,Roy Scheider,All That Jazz ,19228,1476,146.0,English,USA,R,39752620.43638761,1979.0,7.8,0,9,4,4
Tarsem Singh,382.0,106.0,763.0,8000.0,64933670.0,Adventure,Julia Roberts,Mirror Mirror ,70838,11454,208.0,English,USA,PG,85000000.0,2012.0,5.6,18000,20,3,3
Edgar Wright,393.0,112.0,1000.0,10000.0,31494270.0,Fantasy,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,522.0,English,USA,PG-13,60000000.0,2010.0,7.5,36000,13,1,4
Jon Amiel,149.0,135.0,36.0,894.0,31111260.0,Action,Glenn Morshower,The Core ,77029,1439,466.0,English,USA,PG-13,60000000.0,2003.0,5.4,0,10,1,3
Peter Segal,94.0,109.0,88.0,611.0,123307945.0,Sci-Fi,Larry Miller,Nutty Professor II: The Klumps ,39391,2818,171.0,English,USA,PG-13,65000000.0,2000.0,4.3,374,6,1,2
Raja Gosnell,138.0,86.0,67.0,4000.0,153288182.0,Mystery,Sarah Michelle Gellar,Scooby-Doo ,71424,6355,521.0,English,USA,PG,84000000.0,2002.0,4.9,0,0,3,2
Frank Coraci,173.0,107.0,153.0,11000.0,137340146.0,Romance,Adam Sandler,Click ,246492,12700,685.0,English,USA,PG-13,70000000.0,2006.0,6.4,7000,3,1,3
George A. Romero,127.0,130.0,0.0,875.0,48468407.52680933,Comedy,Ted Danson,Creepshow ,29932,2662,211.0,English,USA,R,8000000.0,1982.0,6.9,0,12,4,3
Brad Peyton,91.0,82.0,62.0,975.0,43575716.0,Fantasy,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,63.0,English,USA,PG,85000000.0,2010.0,4.3,0,13,3,2
Doug Liman,238.0,88.0,218.0,17000.0,80170146.0,Adventure,Kristen Stewart,Jumper ,243053,21863,488.0,English,USA,PG-13,85000000.0,2008.0,6.1,0,20,1,3
Guillermo del Toro,345.0,120.0,0.0,3000.0,75754670.0,Horror,Seth MacFarlane,Hellboy II: The Golden Army ,208422,3632,342.0,English,USA,PG-13,85000000.0,2008.0,7.0,3000,11,1,3
David Fincher,377.0,162.0,21000.0,21000.0,33048353.0,History,Robert Downey Jr.,Zodiac ,301279,36928,589.0,English,USA,R,65000000.0,2007.0,7.7,12000,19,4,4
Roger Spottiswoode,170.0,123.0,55.0,3000.0,34543701.0,Mystery,Robert Duvall,The 6th Day ,100001,5839,289.0,English,USA,PG-13,82000000.0,2000.0,5.9,0,0,1,3
Tom Shadyac,191.0,101.0,293.0,11000.0,242589580.0,Drama,Morgan Freeman,Bruce Almighty ,296904,21276,604.0,English,USA,PG-13,81000000.0,2003.0,6.7,0,9,1,3
Sylvester Stallone,424.0,113.0,13000.0,26000.0,102981571.0,Thriller,Jason Statham,The Expendables ,270226,46355,741.0,English,USA,R,80000000.0,2010.0,6.5,57000,14,4,3
Brian De Palma,154.0,110.0,0.0,10000.0,180965237.0,Thriller,Tom Cruise,Mission: Impossible ,300542,12760,378.0,English,USA,PG-13,80000000.0,1996.0,7.1,0,14,1,3
Gary Ross,673.0,142.0,378.0,34000.0,407999255.0,Thriller,Jennifer Lawrence,The Hunger Games ,701607,49942,1959.0,English,USA,PG-13,78000000.0,2012.0,7.3,140000,14,1,3
Todd Phillips,383.0,102.0,480.0,14000.0,254455986.0,Comedy,Bradley Cooper,The Hangover Part II ,375879,16143,402.0,English,USA,R,80000000.0,2011.0,6.5,56000,12,4,3
Tim Burton,153.0,126.0,13000.0,920.0,162831698.0,Action,Michael Gough,Batman Returns ,215255,2899,610.0,English,USA,PG-13,80000000.0,1992.0,7.0,0,10,1,3
Tim Johnson,166.0,83.0,12.0,13000.0,155019340.0,Adventure,Bruce Willis,Over the Hedge ,127345,22813,250.0,English,USA,PG,80000000.0,2006.0,6.8,0,20,3,3
Dean DeBlois,180.0,85.0,255.0,1000.0,145771527.0,Comedy,Tia Carrere,Lilo & Stitch ,117212,3112,367.0,English,USA,PG,80000000.0,2002.0,7.2,0,12,3,3
Gary Winick,120.0,97.0,56.0,12000.0,82506325.0,Comedy,Steve Buscemi,Charlotte's Web ,27838,23907,102.0,English,USA,G,39752620.43638761,2006.0,6.4,0,12,6,3
Mimi Leder,125.0,120.0,75.0,11000.0,140459099.0,Drama,Morgan Freeman,Deep Impact ,135601,22750,493.0,English,USA,PG-13,75000000.0,1998.0,6.1,0,9,1,3
Dean Parisot,234.0,116.0,23.0,13000.0,53215979.0,Crime,Bruce Willis,RED 2 ,125036,25220,205.0,English,USA,PG-13,84000000.0,2013.0,6.7,22000,16,1,3
Peter Segal,134.0,113.0,88.0,11000.0,158115031.0,Comedy,Adam Sandler,The Longest Yard ,130070,13693,316.0,English,USA,PG-13,82000000.0,2005.0,6.4,0,12,1,3
Mike Mitchell,91.0,87.0,31.0,1000.0,133103929.0,Animation,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,56.0,English,USA,G,75000000.0,2011.0,4.4,0,7,6,2
Dennis Dugan,139.0,101.0,221.0,12000.0,133668525.0,Comedy,Steve Buscemi,Grown Ups 2 ,107817,39269,255.0,English,USA,PG-13,80000000.0,2013.0,5.4,14000,12,1,3
Peter Segal,265.0,110.0,88.0,13000.0,130313314.0,Adventure,Bill Murray,Get Smart ,168172,44798,380.0,English,USA,PG-13,80000000.0,2008.0,6.5,0,20,1,3
Nancy Meyers,145.0,128.0,278.0,18000.0,124590960.0,Drama,Keanu Reeves,Something's Gotta Give ,91092,22679,402.0,English,USA,PG-13,80000000.0,2003.0,6.7,0,9,1,3
Martin Scorsese,490.0,138.0,17000.0,29000.0,127968405.0,Thriller,Leonardo DiCaprio,Shutter Island ,786092,29585,964.0,English,USA,R,80000000.0,2010.0,8.1,53000,14,4,4
Chris Wedge,163.0,91.0,77.0,1000.0,128200012.0,Adventure,Jim Broadbent,Robots ,103022,1804,269.0,English,USA,PG,75000000.0,2005.0,6.3,0,20,3,3
John Woo,155.0,138.0,610.0,12000.0,112225777.0,Action,Nicolas Cage,Face/Off ,283967,17087,535.0,English,USA,R,80000000.0,1997.0,7.3,11000,10,4,3
Adam Shankman,144.0,99.0,163.0,11000.0,109993847.0,Fantasy,Adam Sandler,Bedtime Stories ,72326,12831,116.0,English,USA,PG,80000000.0,2008.0,6.1,0,13,3,3
Sam Mendes,226.0,117.0,0.0,15000.0,104054514.0,Thriller,Tom Hanks,Road to Perdition ,200359,16828,1009.0,English,USA,R,80000000.0,2002.0,7.7,0,14,4,4
Dennis Dugan,204.0,117.0,221.0,11000.0,103028109.0,Romance,Adam Sandler,Just Go with It ,172878,16325,203.0,English,USA,PG-13,80000000.0,2011.0,6.4,19000,3,1,3
Simon West,139.0,123.0,165.0,12000.0,101087161.0,Action,Steve Buscemi,Con Air ,225282,15362,339.0,English,USA,R,75000000.0,1997.0,6.8,0,10,4,3
D.J. Caruso,215.0,118.0,154.0,3000.0,101111837.0,Action,Rosario Dawson,Eagle Eye ,150764,5637,318.0,English,USA,PG-13,80000000.0,2008.0,6.6,0,10,1,3
Anthony Minghella,198.0,154.0,333.0,22000.0,95632614.0,War,Philip Seymour Hoffman,Cold Mountain ,118483,61110,674.0,English,USA,R,79000000.0,2003.0,7.2,0,15,4,3
Albert Hughes,325.0,118.0,117.0,18000.0,94822707.0,Action,Denzel Washington,The Book of Eli ,227072,44797,560.0,English,USA,R,80000000.0,2010.0,6.9,20000,10,4,3
Les Mayfield,53.0,90.0,10.0,49000.0,92969824.0,Sci-Fi,Robin Williams,Flubber ,63625,50005,64.0,English,USA,PG,80000000.0,1997.0,5.2,0,6,3,3
Jan de Bont,167.0,113.0,101.0,14000.0,91188905.0,Horror,Liam Neeson,The Haunting ,58184,17786,805.0,English,USA,PG-13,80000000.0,1999.0,4.9,0,11,1,2
Joe Pytka,46.0,88.0,30.0,13000.0,90443603.0,Animation,Bill Murray,Space Jam ,112167,15001,123.0,English,USA,PG,80000000.0,1996.0,6.3,0,7,3,3
Shawn Levy,147.0,93.0,189.0,1000.0,82226474.0,Family,Roger Rees,The Pink Panther ,65499,1267,424.0,English,USA,PG,65000000.0,2006.0,5.6,0,4,3,3
Scott Derrickson,276.0,104.0,301.0,18000.0,79363785.0,Sci-Fi,Keanu Reeves,The Day the Earth Stood Still ,139423,22194,698.0,English,USA,PG-13,80000000.0,2008.0,5.5,0,6,1,3
Richard Donner,80.0,135.0,503.0,8000.0,76081498.0,Mystery,Julia Roberts,Conspiracy Theory ,76099,8355,162.0,English,USA,R,75000000.0,1997.0,6.7,0,0,4,3
David Ayer,406.0,134.0,452.0,11000.0,85707116.0,War,Brad Pitt,Fury ,303185,20411,701.0,English,USA,R,68000000.0,2014.0,7.6,82000,15,4,4
Ivan Reitman,97.0,98.0,425.0,11000.0,74329966.0,Comedy,Harrison Ford,Six Days Seven Nights ,60910,12729,164.0,English,USA,PG-13,70000000.0,1998.0,5.7,0,12,1,3
Eric Brevig,143.0,80.0,40.0,3000.0,100169068.0,Comedy,Justin Timberlake,Yogi Bear ,16385,4394,100.0,English,USA,PG,80000000.0,2010.0,4.6,0,12,3,2
Kelly Asbury,106.0,83.0,21.0,13000.0,73215310.0,Animation,Matt Damon,Spirit: Stallion of the Cimarron ,44143,14261,216.0,English,USA,G,80000000.0,2002.0,7.0,4000,7,6,3
Frank Coraci,178.0,102.0,153.0,3000.0,80360866.0,Comedy,Rosario Dawson,Zookeeper ,44662,5392,127.0,English,USA,PG,80000000.0,2011.0,5.2,0,12,3,3
Stephen Hopkins,102.0,130.0,81.0,10000.0,69102910.0,Action,Gary Oldman,Lost in Space ,58402,12186,370.0,English,USA,PG-13,80000000.0,1998.0,5.1,0,10,1,3
Jonathan Demme,209.0,129.0,438.0,18000.0,65948711.0,Mystery,Denzel Washington,The Manchurian Candidate ,86422,20056,363.0,English,USA,R,80000000.0,2004.0,6.6,0,0,4,3
Henry Jaglom,19.0,117.0,69.0,898.0,821997.0,Drama,Vanessa Redgrave,Déjà Vu ,666,1753,40.0,English,USA,PG-13,39752620.43638761,1997.0,7.0,91,9,1,3
Genndy Tartakovsky,152.0,89.0,266.0,12000.0,169692572.0,Animation,Steve Buscemi,Hotel Transylvania 2 ,56501,26839,97.0,English,USA,PG,80000000.0,2015.0,6.7,16000,7,3,3
James Algar,129.0,74.0,11.0,340.0,60507228.0,Music,Quincy Jones,Fantasia 2000 ,27543,814,186.0,English,USA,G,80000000.0,1999.0,7.3,607,5,6,3
Simon Wells,124.0,96.0,25.0,891.0,56684819.0,Sci-Fi,Mark Addy,The Time Machine ,103787,1919,615.0,English,USA,PG-13,80000000.0,2002.0,5.9,3000,6,1,3
Ron Underwood,35.0,114.0,31.0,9000.0,50628009.0,Adventure,Charlize Theron,Mighty Joe Young ,22955,10731,88.0,English,USA,PG,90000000.0,1998.0,5.6,0,20,3,3
Dominic Sena,166.0,99.0,57.0,20000.0,69772969.0,Thriller,Hugh Jackman,Swordfish ,155532,25942,543.0,English,USA,R,80000000.0,2001.0,6.5,0,14,4,3
Vincent Ward,121.0,113.0,25.0,49000.0,55350897.0,Romance,Robin Williams,What Dreams May Come ,83560,49631,619.0,English,USA,PG-13,85000000.0,1998.0,7.0,32000,3,1,3
Steven Brill,87.0,90.0,65.0,11000.0,39442871.0,Fantasy,Adam Sandler,Little Nicky ,80639,25190,237.0,English,USA,PG-13,80000000.0,2000.0,5.3,0,13,1,3
Terry Gilliam,233.0,118.0,0.0,13000.0,37899638.0,Fantasy,Matt Damon,The Brothers Grimm ,98472,27114,492.0,English,USA,PG-13,88000000.0,2005.0,5.9,0,13,1,3
Tim Burton,132.0,106.0,13000.0,20000.0,37754208.0,Comedy,Natalie Portman,Mars Attacks! ,172217,22590,405.0,English,USA,PG-13,70000000.0,1996.0,6.3,0,12,1,3
Lee Tamahori,95.0,117.0,93.0,12000.0,27779888.0,Adventure,Anthony Hopkins,The Edge ,55913,14831,182.0,English,USA,R,39752620.43638761,1997.0,6.9,0,20,4,3
Jonathan Mostow,258.0,89.0,84.0,13000.0,38542418.0,Sci-Fi,Bruce Willis,Surrogates ,151424,18132,252.0,English,USA,PG-13,80000000.0,2009.0,6.3,0,6,1,3
Roger Donaldson,162.0,145.0,79.0,981.0,34566746.0,History,Bruce Greenwood,Thirteen Days ,45231,1825,315.0,English,USA,PG-13,80000000.0,2000.0,7.3,0,19,1,3
Rob Cohen,61.0,114.0,357.0,13000.0,32885565.0,Thriller,Sylvester Stallone,Daylight ,53132,25126,101.0,English,USA,PG-13,80000000.0,1996.0,5.8,0,14,1,3
Barry Cook,113.0,87.0,43.0,882.0,36073232.0,Family,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,66.0,English,USA,PG,80000000.0,2013.0,5.2,0,4,3,3
Roger Christian,174.0,119.0,64.0,743.0,21471685.0,Action,Richard Tyson,Battlefield Earth ,65464,971,1308.0,English,USA,PG-13,44000000.0,2000.0,2.4,0,10,1,1
Rob Marshall,205.0,118.0,252.0,529.0,19673424.0,Musical,Fergie,Nine ,37446,619,232.0,English,USA,PG-13,80000000.0,2009.0,5.8,0,17,1,3
Richard Donner,123.0,116.0,503.0,23000.0,19480739.0,Adventure,Paul Walker,Timeline ,53057,43887,457.0,English,USA,PG-13,80000000.0,2003.0,5.6,0,20,1,3
Kevin Costner,79.0,177.0,0.0,766.0,17593391.0,Action,Olivia Williams,The Postman ,56403,4346,376.0,English,USA,R,80000000.0,1997.0,6.0,0,10,4,3
Breck Eisner,202.0,106.0,42.0,14000.0,27356090.0,Adventure,Vin Diesel,The Last Witch Hunter ,58752,16922,117.0,English,USA,PG-13,90000000.0,2015.0,6.0,21000,20,1,3
Antony Hoffman,145.0,106.0,14.0,2.0,17473245.0,Action,Bob Neill,Red Planet ,47612,2,348.0,English,USA,PG-13,70000000.0,2000.0,5.7,995,10,1,3
Ron Howard,205.0,135.0,2000.0,1000.0,170708996.0,Drama,Adam Goldberg,A Beautiful Mind ,610568,2827,1171.0,English,USA,PG-13,58000000.0,2001.0,8.2,29000,9,1,4
Roger Allers,186.0,73.0,28.0,2000.0,422783777.0,Family,Matthew Broderick,The Lion King ,644348,6458,656.0,English,USA,G,45000000.0,1994.0,8.5,17000,4,6,4
Brad Peyton,178.0,94.0,62.0,14000.0,103812241.0,Action,Josh Hutcherson,Journey 2: The Mysterious Island ,67296,27842,133.0,English,USA,PG,79000000.0,2012.0,5.8,0,10,3,3
Cody Cameron,169.0,95.0,18.0,622.0,119793567.0,Fantasy,Will Forte,Cloudy with a Chance of Meatballs 2 ,64387,848,85.0,English,USA,PG,78000000.0,2013.0,6.5,15000,13,3,3
Joe Johnston,140.0,136.0,394.0,24000.0,67286731.0,Action,J.K. Simmons,Hidalgo ,67856,36925,345.0,English,USA,PG-13,100000000.0,2004.0,6.7,0,10,1,3
Dennis Dugan,156.0,91.0,221.0,14000.0,74158157.0,Comedy,Al Pacino,Jack and Jill ,60370,27405,264.0,English,USA,PG,79000000.0,2011.0,3.4,0,12,3,2
John Singleton,150.0,107.0,309.0,23000.0,127083765.0,Action,Paul Walker,2 Fast 2 Furious ,191912,25296,370.0,English,USA,PG-13,76000000.0,2003.0,5.9,0,10,1,3
Oliver Hirschbiegel,232.0,99.0,101.0,1000.0,15071514.0,Thriller,Roger Rees,The Invasion ,65037,2323,273.0,English,USA,PG-13,80000000.0,2007.0,5.9,0,14,1,3
Des McAnuff,49.0,92.0,5.0,22000.0,26000610.0,Comedy,Robert De Niro,The Adventures of Rocky & Bullwinkle ,16611,28050,197.0,English,USA,PG,76000000.0,2000.0,4.1,413,12,3,2
Stephen Norrington,202.0,110.0,45.0,1000.0,66462600.0,Sci-Fi,Jason Flemyng,The League of Extraordinary Gentlemen ,141533,4714,786.0,English,USA,PG-13,78000000.0,2003.0,5.8,0,6,1,3
Pierre Coffin,306.0,98.0,275.0,7000.0,368049635.0,Animation,Steve Carell,Despicable Me 2 ,286877,11905,284.0,English,USA,PG,76000000.0,2013.0,7.5,56000,7,3,4
Roland Emmerich,185.0,154.0,776.0,10000.0,306124059.0,Action,Will Smith,Independence Day ,430055,16785,856.0,English,USA,PG-13,75000000.0,1996.0,6.9,16000,10,1,3
Steven Spielberg,177.0,129.0,14000.0,610.0,229074524.0,Sci-Fi,Ariana Richards,The Lost World: Jurassic Park ,278362,1635,552.0,English,USA,PG-13,73000000.0,1997.0,6.5,0,6,1,3
Eric Darnell,181.0,86.0,35.0,851.0,193136719.0,Animation,Jada Pinkett Smith,Madagascar ,266636,1777,385.0,English,USA,PG,75000000.0,2005.0,6.9,0,7,3,3
Alfonso Cuarón,372.0,109.0,0.0,16000.0,35286428.0,Sci-Fi,Charlie Hunnam,Children of Men ,361767,16479,1206.0,English,USA,R,76000000.0,2006.0,7.9,17000,6,4,4
Bryan Singer,290.0,104.0,0.0,20000.0,157299717.0,Action,Hugh Jackman,X-Men ,452928,21397,1401.0,English,USA,PG-13,75000000.0,2000.0,7.4,0,10,1,3
Timur Bekmambetov,316.0,110.0,335.0,11000.0,134568845.0,Action,Angelina Jolie Pitt,Wanted ,299852,25763,713.0,English,USA,R,75000000.0,2008.0,6.7,0,10,4,3
Michael Bay,122.0,136.0,0.0,12000.0,134006721.0,Action,Nicolas Cage,The Rock ,259492,15999,415.0,English,USA,R,75000000.0,1996.0,7.4,51000,10,4,3
Carlos Saldanha,164.0,115.0,107.0,835.0,195329763.0,Family,Denis Leary,Ice Age: The Meltdown ,194249,1815,253.0,English,USA,PG,80000000.0,2006.0,6.9,0,4,3,3
Peter Segal,147.0,99.0,88.0,11000.0,120776832.0,Comedy,Adam Sandler,50 First Dates ,266103,12952,456.0,English,USA,PG-13,75000000.0,2004.0,6.8,11000,12,1,3
Adam Shankman,219.0,117.0,163.0,719.0,118823091.0,Drama,Jerry Stiller,Hairspray ,98693,1673,401.0,English,USA,PG,75000000.0,2007.0,6.7,0,9,3,3
Renny Harlin,167.0,125.0,212.0,613.0,41814863.0,Mystery,James D'Arcy,Exorcist: The Beginning ,28635,1970,308.0,English,USA,R,50000000.0,2004.0,5.1,893,0,4,3
David Kellogg,70.0,110.0,16.0,2000.0,97360069.0,Adventure,Matthew Broderick,Inspector Gadget ,36491,5320,231.0,English,USA,PG,75000000.0,1999.0,4.1,509,20,3,2
Louis Leterrier,384.0,125.0,255.0,11000.0,117698894.0,Crime,Morgan Freeman,Now You See Me ,447979,13312,629.0,English,USA,PG-13,75000000.0,2013.0,7.3,105000,16,1,3
Dennis Dugan,179.0,102.0,221.0,12000.0,162001186.0,Comedy,Steve Buscemi,Grown Ups ,181443,28497,311.0,English,USA,PG-13,80000000.0,2010.0,6.0,12000,12,1,3
Steven Spielberg,151.0,128.0,14000.0,15000.0,77032279.0,Drama,Tom Hanks,The Terminal ,303864,16199,596.0,English,USA,PG-13,60000000.0,2004.0,7.3,16000,9,1,3
Thor Freudenthal,107.0,100.0,87.0,3000.0,73023275.0,Comedy,Don Cheadle,Hotel for Dogs ,16271,5174,57.0,English,USA,PG,35000000.0,2009.0,5.4,1000,12,3,3
Martin Campbell,134.0,124.0,258.0,867.0,68473360.0,Action,Nicholas Lea,Vertical Limit ,49536,3424,379.0,English,USA,PG-13,75000000.0,2000.0,5.9,0,10,1,3
Mike Nichols,269.0,102.0,0.0,22000.0,66636385.0,Biography,Philip Seymour Hoffman,Charlie Wilson's War ,88451,60646,289.0,English,USA,R,75000000.0,2007.0,7.1,0,1,4,3
Bibo Bergeron,143.0,90.0,10.0,22000.0,160762022.0,Adventure,Robert De Niro,Shark Tale ,132415,63165,288.0,English,USA,PG,75000000.0,2004.0,6.0,0,20,3,3
Bill Condon,241.0,130.0,386.0,912.0,103338338.0,Musical,Loretta Devine,Dreamgirls ,55901,2856,503.0,English,USA,PG-13,70000000.0,2006.0,6.5,0,17,1,3
F. Gary Gray,161.0,118.0,473.0,12000.0,55808744.0,Comedy,Dwayne Johnson,Be Cool ,59435,15889,323.0,English,USA,PG-13,53000000.0,2005.0,5.7,0,12,1,3
Antoine Fuqua,89.0,142.0,845.0,13000.0,43426961.0,Thriller,Bruce Willis,Tears of the Sun ,93494,16580,394.0,English,USA,R,70000000.0,2003.0,6.6,0,14,4,3
Robert Luketic,140.0,100.0,126.0,19000.0,47000485.0,Romance,Tom Selleck,Killers ,72867,25206,120.0,English,USA,PG-13,75000000.0,2010.0,5.4,0,3,1,3
Guy Ritchie,362.0,116.0,0.0,15000.0,45434443.0,Action,Henry Cavill,The Man from U.N.C.L.E. ,175960,15735,360.0,English,USA,PG-13,75000000.0,2015.0,7.3,43000,10,1,3
James L. Brooks,124.0,131.0,274.0,11000.0,42044321.0,Drama,Adam Sandler,Spanglish ,65668,12522,342.0,English,USA,PG-13,80000000.0,2004.0,6.5,0,9,1,3
Gil Kenan,190.0,91.0,27.0,12000.0,73661010.0,Mystery,Steve Buscemi,Monster House ,71137,17299,229.0,English,USA,PG,75000000.0,2006.0,6.6,0,0,3,3
Barry Levinson,132.0,123.0,272.0,13000.0,41523271.0,Drama,Bruce Willis,Bandits ,57038,13934,261.0,English,USA,PG-13,80000000.0,2001.0,6.6,0,9,1,3
Jerry Zucker,53.0,134.0,109.0,919.0,37600435.0,Adventure,Julia Ormond,First Knight ,55350,1695,180.0,English,USA,PG-13,55000000.0,1995.0,5.9,0,20,1,3
Andy Tennant,91.0,148.0,72.0,582.0,39251128.0,Drama,Bai Ling,Anna and the King ,31080,804,217.0,English,USA,PG-13,75000000.0,1999.0,6.7,0,9,1,3
Tarsem Singh,284.0,110.0,763.0,15000.0,83503161.0,Fantasy,Henry Cavill,Immortals ,138190,16691,405.0,English,USA,R,75000000.0,2011.0,6.1,30000,13,4,3
Florent-Emilio Siri,152.0,113.0,17.0,87000.0,34636443.0,Action,Jimmy Bennett,Hostage ,93790,103354,288.0,English,USA,R,52000000.0,2005.0,6.6,0,10,4,3
Don Bluth,131.0,94.0,383.0,13000.0,22751979.0,Sci-Fi,Matt Damon,Titan A.E. ,52244,15857,377.0,English,USA,PG,75000000.0,2000.0,6.6,0,6,3,3
Ron Shelton,132.0,116.0,41.0,11000.0,30013346.0,Thriller,Harrison Ford,Hollywood Homicide ,31293,14028,254.0,English,USA,PG-13,75000000.0,2003.0,5.3,648,14,1,3
David Pastor,130.0,84.0,10.0,3000.0,90820.0,Horror,Christopher Meloni,Carriers ,35510,4368,119.0,English,USA,PG-13,39752620.43638761,2009.0,6.0,0,11,1,3
Henry Selick,74.0,93.0,253.0,3000.0,5409517.0,Comedy,Brendan Fraser,Monkeybone ,14280,5580,171.0,English,USA,PG-13,75000000.0,2001.0,4.7,683,12,1,2
John Moore,114.0,113.0,212.0,2000.0,21009180.0,Adventure,Dennis Quaid,Flight of the Phoenix ,45815,4397,222.0,English,USA,PG-13,45000000.0,2004.0,6.1,1000,20,1,3
M. Night Shyamalan,294.0,106.0,0.0,18000.0,94999143.0,Mystery,Robin Wright,Unbreakable ,245152,33645,1344.0,English,USA,PG-13,75000000.0,2000.0,7.2,0,0,1,3
Kyle Balda,308.0,91.0,22.0,7000.0,336029560.0,Family,Steve Carell,Minions ,142403,13616,275.0,English,USA,PG,74000000.0,2015.0,6.4,70000,4,3,3
Zack Snyder,435.0,128.0,0.0,4000.0,36381716.0,Action,Jon Hamm,Sucker Punch ,197584,7067,918.0,English,USA,PG-13,82000000.0,2011.0,6.1,42000,10,1,3
Brian De Palma,117.0,98.0,0.0,12000.0,55585389.0,Crime,Nicolas Cage,Snake Eyes ,64121,15269,241.0,English,USA,R,69000000.0,1998.0,5.9,880,16,4,3
Barry Levinson,108.0,134.0,272.0,548.0,36976367.0,Mystery,Peter Coyote,Sphere ,81611,1044,274.0,English,USA,PG-13,75000000.0,1998.0,6.0,0,0,1,3
Clay Kaytis,141.0,97.0,6.0,22000.0,107225164.0,Animation,Peter Dinklage,The Angry Birds Movie ,27130,24350,126.0,English,USA,PG,73000000.0,2016.0,6.3,14000,7,3,3
Andy Tennant,176.0,112.0,72.0,11000.0,70224196.0,Action,Matthew McConaughey,Fool's Gold ,59352,13827,138.0,English,USA,PG-13,70000000.0,2008.0,5.6,0,10,1,3
Judd Apatow,230.0,153.0,0.0,11000.0,51814190.0,Comedy,Adam Sandler,Funny People ,100837,11852,301.0,English,USA,R,75000000.0,2009.0,6.4,0,12,4,3
Peter Berg,234.0,110.0,532.0,3000.0,47456450.0,Thriller,Jennifer Garner,The Kingdom ,101386,5187,289.0,English,USA,R,70000000.0,2007.0,7.1,0,14,4,3
Adam McKay,164.0,122.0,285.0,8000.0,148213377.0,Sport,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,130776,12410,437.0,English,USA,PG-13,73000000.0,2006.0,6.6,0,18,1,3
Steve Carr,91.0,87.0,41.0,1000.0,112950721.0,Family,Raven-Symoné,Dr. Dolittle 2 ,33884,3287,79.0,English,USA,PG,72000000.0,2001.0,4.6,266,4,3,2
Mel Gibson,132.0,178.0,0.0,906.0,75600000.0,Drama,Mhairi Calvey,Braveheart ,736638,1976,1065.0,English,USA,R,72000000.0,1995.0,8.4,17000,9,4,4
David Silverman,299.0,87.0,30.0,745.0,183132370.0,Animation,Albert Brooks,The Simpsons Movie ,259083,3086,763.0,English,USA,PG-13,75000000.0,2007.0,7.4,0,7,1,3
Frank Darabont,128.0,152.0,0.0,940.0,27796042.0,Romance,Martin Landau,The Majestic ,45031,4310,376.0,English,USA,PG,72000000.0,2001.0,6.9,0,3,3,3
Renny Harlin,109.0,116.0,212.0,13000.0,32616869.0,Drama,Sylvester Stallone,Driven ,34435,14780,346.0,English,USA,PG-13,72000000.0,2001.0,4.5,886,9,1,2
M. Night Shyamalan,261.0,108.0,0.0,3000.0,114195633.0,Thriller,Bryce Dallas Howard,The Village ,193770,7273,2003.0,English,USA,PG-13,60000000.0,2004.0,6.5,0,14,1,3
Betty Thomas,73.0,85.0,84.0,1000.0,144156464.0,Comedy,Oliver Platt,Doctor Dolittle ,74343,4166,98.0,English,USA,PG-13,71500000.0,1998.0,5.3,694,12,1,3
M. Night Shyamalan,208.0,106.0,0.0,710.0,227965690.0,Drama,Rory Culkin,Signs ,271592,1675,2335.0,English,USA,PG-13,72000000.0,2002.0,6.7,0,9,1,3
